city,date,unit,type,bucket,value,temp_c,temp_f,temp_display,source
"Chengdu, CN",2026-08-23,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Chengdu, CN",2026-08-24,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Chengdu, CN",2026-08-25,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Chengdu, CN",2026-08-26,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Chengdu, CN",2026-08-27,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Chengdu, CN",2026-08-28,C,threshold,35°C or higher,,,,35°C or higher,Polymarket Gamma API
"Chengdu, CN",2026-08-29,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Chengdu, CN",2026-08-30,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Chengdu, CN",2026-08-31,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Chengdu, CN",2026-09-01,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Chengdu, CN",2026-09-02,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Chengdu, CN",2026-09-03,C,point,28.0°C,28.0,28.0,,28.0°C,Polymarket Gamma API
"Chengdu, CN",2026-09-04,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Chengdu, CN",2026-09-05,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Chicago, US",2026-08-06,F,point,80-81°F,80.5,26.9,80.5,80-81°F,Polymarket Gamma API
"Chicago, US",2026-08-07,F,point,86-87°F,86.5,30.3,86.5,86-87°F,Polymarket Gamma API
"Chicago, US",2026-08-08,F,point,84-85°F,84.5,29.2,84.5,84-85°F,Polymarket Gamma API
"Chicago, US",2026-08-09,F,point,84-85°F,84.5,29.2,84.5,84-85°F,Polymarket Gamma API
"Chicago, US",2026-08-10,F,point,86-87°F,86.5,30.3,86.5,86-87°F,Polymarket Gamma API
"Chicago, US",2026-08-11,F,point,80-81°F,80.5,26.9,80.5,80-81°F,Polymarket Gamma API
"Chicago, US",2026-08-12,F,point,82-83°F,82.5,28.1,82.5,82-83°F,Polymarket Gamma API
"Chicago, US",2026-08-13,F,point,78-79°F,78.5,25.8,78.5,78-79°F,Polymarket Gamma API
"Chicago, US",2026-08-14,F,point,80-81°F,80.5,26.9,80.5,80-81°F,Polymarket Gamma API
"Chicago, US",2026-08-15,F,point,78-79°F,78.5,25.8,78.5,78-79°F,Polymarket Gamma API
"Chicago, US",2026-08-16,F,point,84-85°F,84.5,29.2,84.5,84-85°F,Polymarket Gamma API
"Chicago, US",2026-08-17,F,point,78-79°F,78.5,25.8,78.5,78-79°F,Polymarket Gamma API
"Chicago, US",2026-08-18,F,point,78-79°F,78.5,25.8,78.5,78-79°F,Polymarket Gamma API
"Chicago, US",2026-08-19,F,point,78-79°F,78.5,25.8,78.5,78-79°F,Polymarket Gamma API
"Chicago, US",2026-08-20,F,point,76-77°F,76.5,24.7,76.5,76-77°F,Polymarket Gamma API
"Chicago, US",2026-08-21,F,point,80-81°F,80.5,26.9,80.5,80-81°F,Polymarket Gamma API
"Chicago, US",2026-08-22,F,point,80-81°F,80.5,26.9,80.5,80-81°F,Polymarket Gamma API
"Chicago, US",2026-08-23,F,point,76-77°F,76.5,24.7,76.5,76-77°F,Polymarket Gamma API
"Chicago, US",2026-08-24,F,point,78-79°F,78.5,25.8,78.5,78-79°F,Polymarket Gamma API
"Chicago, US",2026-08-25,F,point,80-81°F,80.5,26.9,80.5,80-81°F,Polymarket Gamma API
"Chicago, US",2026-08-26,F,point,84-85°F,84.5,29.2,84.5,84-85°F,Polymarket Gamma API
"Chicago, US",2026-08-27,F,point,82-83°F,82.5,28.1,82.5,82-83°F,Polymarket Gamma API
"Chicago, US",2026-08-28,F,point,82-83°F,82.5,28.1,82.5,82-83°F,Polymarket Gamma API
"Chicago, US",2026-08-29,F,point,80-81°F,80.5,26.9,80.5,80-81°F,Polymarket Gamma API
"Chicago, US",2026-08-30,F,point,82-83°F,82.5,28.1,82.5,82-83°F,Polymarket Gamma API
"Chicago, US",2026-08-31,F,point,86-87°F,86.5,30.3,86.5,86-87°F,Polymarket Gamma API
"Chicago, US",2026-09-01,F,point,94-95°F,94.5,34.7,94.5,94-95°F,Polymarket Gamma API
"Chicago, US",2026-09-02,F,point,94-95°F,94.5,34.7,94.5,94-95°F,Polymarket Gamma API
"Chicago, US",2026-09-03,F,point,90-91°F,90.5,32.5,90.5,90-91°F,Polymarket Gamma API
"Chicago, US",2026-09-04,F,point,92-93°F,92.5,33.6,92.5,92-93°F,Polymarket Gamma API
"Chicago, US",2026-09-05,F,point,80-81°F,80.5,26.9,80.5,80-81°F,Polymarket Gamma API
"Chongqing, CN",2026-08-06,C,point,35°C,35.0,35.0,,35°C,Polymarket Gamma API
"Chongqing, CN",2026-08-07,C,point,30°C,30.0,30.0,,30°C,Polymarket Gamma API
"Chongqing, CN",2026-08-08,C,point,30°C,30.0,30.0,,30°C,Polymarket Gamma API
"Chongqing, CN",2026-08-09,C,point,31°C,31.0,31.0,,31°C,Polymarket Gamma API
"Chongqing, CN",2026-08-10,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-11,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-12,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-13,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-14,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-15,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-16,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-17,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-18,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-19,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-20,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-21,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-22,C,threshold,38°C or higher,,,,38°C or higher,Polymarket Gamma API
"Chongqing, CN",2026-08-23,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-24,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-25,C,point,38.0°C,38.0,38.0,,38.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-26,C,point,38.0°C,38.0,38.0,,38.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-27,C,point,38.0°C,38.0,38.0,,38.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-28,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-29,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-30,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Chongqing, CN",2026-08-31,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Chongqing, CN",2026-09-01,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Chongqing, CN",2026-09-02,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Chongqing, CN",2026-09-03,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Chongqing, CN",2026-09-04,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Chongqing, CN",2026-09-05,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Dallas, US",2026-08-06,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-07,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-08,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-09,F,point,98-99°F,98.5,36.9,98.5,98-99°F,Polymarket Gamma API
"Dallas, US",2026-08-10,F,point,98-99°F,98.5,36.9,98.5,98-99°F,Polymarket Gamma API
"Dallas, US",2026-08-11,F,point,98-99°F,98.5,36.9,98.5,98-99°F,Polymarket Gamma API
"Dallas, US",2026-08-12,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-13,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-14,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-15,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-16,F,point,102-103°F,102.5,39.2,102.5,102-103°F,Polymarket Gamma API
"Dallas, US",2026-08-17,F,point,104-105°F,104.5,40.3,104.5,104-105°F,Polymarket Gamma API
"Dallas, US",2026-08-18,F,point,104-105°F,104.5,40.3,104.5,104-105°F,Polymarket Gamma API
"Dallas, US",2026-08-19,F,point,104-105°F,104.5,40.3,104.5,104-105°F,Polymarket Gamma API
"Dallas, US",2026-08-20,F,point,104-105°F,104.5,40.3,104.5,104-105°F,Polymarket Gamma API
"Dallas, US",2026-08-21,F,threshold,99°F or below,,,,99°F or below,Polymarket Gamma API
"Dallas, US",2026-08-22,F,point,104-105°F,104.5,40.3,104.5,104-105°F,Polymarket Gamma API
"Dallas, US",2026-08-23,F,point,108-109°F,108.5,42.5,108.5,108-109°F,Polymarket Gamma API
"Dallas, US",2026-08-24,F,point,106-107°F,106.5,41.4,106.5,106-107°F,Polymarket Gamma API
"Dallas, US",2026-08-25,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-26,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-27,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-28,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-29,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-30,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-08-31,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-09-01,F,point,98-99°F,98.5,36.9,98.5,98-99°F,Polymarket Gamma API
"Dallas, US",2026-09-02,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Dallas, US",2026-09-03,F,point,90-91°F,90.5,32.5,90.5,90-91°F,Polymarket Gamma API
"Dallas, US",2026-09-04,F,point,98-99°F,98.5,36.9,98.5,98-99°F,Polymarket Gamma API
"Denver, US",2026-08-06,F,point,96-97°F,96.5,35.8,96.5,96-97°F,Polymarket Gamma API
"Denver, US",2026-08-07,F,point,96-97°F,96.5,35.8,96.5,96-97°F,Polymarket Gamma API
"Denver, US",2026-08-08,F,point,98-99°F,98.5,36.9,98.5,98-99°F,Polymarket Gamma API
"Denver, US",2026-08-09,F,point,98-99°F,98.5,36.9,98.5,98-99°F,Polymarket Gamma API
"Denver, US",2026-08-10,F,point,96-97°F,96.5,35.8,96.5,96-97°F,Polymarket Gamma API
"Denver, US",2026-08-11,F,point,94-95°F,94.5,34.7,94.5,94-95°F,Polymarket Gamma API
"Denver, US",2026-08-12,F,point,92-93°F,92.5,33.6,92.5,92-93°F,Polymarket Gamma API
"Denver, US",2026-08-13,F,point,80-81°F,80.5,26.9,80.5,80-81°F,Polymarket Gamma API
"Denver, US",2026-08-14,F,point,86-87°F,86.5,30.3,86.5,86-87°F,Polymarket Gamma API
"Denver, US",2026-08-15,F,point,82-83°F,82.5,28.1,82.5,82-83°F,Polymarket Gamma API
"Denver, US",2026-08-16,F,point,82-83°F,82.5,28.1,82.5,82-83°F,Polymarket Gamma API
"Denver, US",2026-08-17,F,point,92-93°F,92.5,33.6,92.5,92-93°F,Polymarket Gamma API
"Denver, US",2026-08-18,F,point,88-89°F,88.5,31.4,88.5,88-89°F,Polymarket Gamma API
"Denver, US",2026-08-19,F,point,90-91°F,90.5,32.5,90.5,90-91°F,Polymarket Gamma API
"Denver, US",2026-08-20,F,point,92-93°F,92.5,33.6,92.5,92-93°F,Polymarket Gamma API
"Denver, US",2026-08-21,F,point,100-101°F,100.5,38.1,100.5,100-101°F,Polymarket Gamma API
"Denver, US",2026-08-22,F,point,92-93°F,92.5,33.6,92.5,92-93°F,Polymarket Gamma API
"Denver, US",2026-08-23,F,point,92-93°F,92.5,33.6,92.5,92-93°F,Polymarket Gamma API
"Denver, US",2026-08-24,F,point,92-93°F,92.5,33.6,92.5,92-93°F,Polymarket Gamma API
"Denver, US",2026-08-25,F,point,82-83°F,82.5,28.1,82.5,82-83°F,Polymarket Gamma API
"Denver, US",2026-08-26,F,point,86-87°F,86.5,30.3,86.5,86-87°F,Polymarket Gamma API
"Denver, US",2026-08-27,F,point,90-91°F,90.5,32.5,90.5,90-91°F,Polymarket Gamma API
"Denver, US",2026-08-28,F,point,92-93°F,92.5,33.6,92.5,92-93°F,Polymarket Gamma API
"Denver, US",2026-08-29,F,point,92-93°F,92.5,33.6,92.5,92-93°F,Polymarket Gamma API
"Denver, US",2026-08-30,F,point,82-83°F,82.5,28.1,82.5,82-83°F,Polymarket Gamma API
"Denver, US",2026-08-31,F,point,86-87°F,86.5,30.3,86.5,86-87°F,Polymarket Gamma API
"Denver, US",2026-09-01,F,point,86-87°F,86.5,30.3,86.5,86-87°F,Polymarket Gamma API
"Denver, US",2026-09-02,F,point,88-89°F,88.5,31.4,88.5,88-89°F,Polymarket Gamma API
"Denver, US",2026-09-03,F,point,92-93°F,92.5,33.6,92.5,92-93°F,Polymarket Gamma API
"Denver, US",2026-09-04,F,point,92-93°F,92.5,33.6,92.5,92-93°F,Polymarket Gamma API
"Guangzhou, CN",2026-08-06,C,point,37°C,37.0,37.0,,37°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-07,C,point,37°C,37.0,37.0,,37°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-08,C,point,37°C,37.0,37.0,,37°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-09,C,point,38°C,38.0,38.0,,38°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-10,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-11,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-12,C,point,39.0°C,39.0,39.0,,39.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-13,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-14,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-15,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-16,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-17,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-18,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-19,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-20,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-21,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-22,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-23,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-24,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-25,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-26,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-27,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-28,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-29,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-08-30,C,threshold,27°C or below,,,,27°C or below,Polymarket Gamma API
"Guangzhou, CN",2026-08-31,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-09-01,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-09-02,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-09-03,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-09-04,C,point,28.0°C,28.0,28.0,,28.0°C,Polymarket Gamma API
"Guangzhou, CN",2026-09-05,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-06,C,point,25°C,25.0,25.0,,25°C,Polymarket Gamma API
"Helsinki, FI",2026-08-07,C,point,22°C,22.0,22.0,,22°C,Polymarket Gamma API
"Helsinki, FI",2026-08-08,C,point,20°C,20.0,20.0,,20°C,Polymarket Gamma API
"Helsinki, FI",2026-08-09,C,point,22°C,22.0,22.0,,22°C,Polymarket Gamma API
"Helsinki, FI",2026-08-10,C,point,23.0°C,23.0,23.0,,23.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-11,C,point,18.0°C,18.0,18.0,,18.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-12,C,point,17.0°C,17.0,17.0,,17.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-13,C,point,19.0°C,19.0,19.0,,19.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-14,C,point,20.0°C,20.0,20.0,,20.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-15,C,point,23.0°C,23.0,23.0,,23.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-16,C,point,21.0°C,21.0,21.0,,21.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-17,C,point,22.0°C,22.0,22.0,,22.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-18,C,point,20.0°C,20.0,20.0,,20.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-19,C,point,20.0°C,20.0,20.0,,20.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-20,C,point,18.0°C,18.0,18.0,,18.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-21,C,point,21.0°C,21.0,21.0,,21.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-22,C,point,18.0°C,18.0,18.0,,18.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-23,C,point,15.0°C,15.0,15.0,,15.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-24,C,point,18.0°C,18.0,18.0,,18.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-25,C,point,19.0°C,19.0,19.0,,19.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-26,C,point,21.0°C,21.0,21.0,,21.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-27,C,point,22.0°C,22.0,22.0,,22.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-28,C,point,20.0°C,20.0,20.0,,20.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-29,C,point,19.0°C,19.0,19.0,,19.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-30,C,point,20.0°C,20.0,20.0,,20.0°C,Polymarket Gamma API
"Helsinki, FI",2026-08-31,C,point,19.0°C,19.0,19.0,,19.0°C,Polymarket Gamma API
"Helsinki, FI",2026-09-01,C,point,20.0°C,20.0,20.0,,20.0°C,Polymarket Gamma API
"Helsinki, FI",2026-09-02,C,point,20.0°C,20.0,20.0,,20.0°C,Polymarket Gamma API
"Helsinki, FI",2026-09-03,C,point,19.0°C,19.0,19.0,,19.0°C,Polymarket Gamma API
"Helsinki, FI",2026-09-04,C,point,18.0°C,18.0,18.0,,18.0°C,Polymarket Gamma API
"Helsinki, FI",2026-09-05,C,point,18.0°C,18.0,18.0,,18.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-06,C,point,34°C,34.0,34.0,,34°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-07,C,point,33°C,33.0,33.0,,33°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-08,C,point,34°C,34.0,34.0,,34°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-09,C,point,36°C,36.0,36.0,,36°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-10,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-11,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-12,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-13,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-14,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-15,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-16,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-17,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-18,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-19,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-20,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-21,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-22,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-23,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-24,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-25,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-26,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-27,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-28,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-29,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-30,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Hong Kong, HK",2026-08-31,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
